,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,Attendance,Time
6629,2010-08-14,Wigan,Blackpool,0.0,4.0,A,0.0,3.0,A,M Halsey,11.0,,
6630,2010-08-14,Wolves,Stoke,2.0,1.0,H,2.0,0.0,H,L Probert,13.0,,
6631,2010-08-14,Aston Villa,West Ham,3.0,0.0,H,2.0,0.0,H,M Dean,23.0,,
6632,2010-08-15,Liverpool,Arsenal,1.0,1.0,D,0.0,0.0,D,M Atkinson,7.0,,
6633,2010-08-16,Man United,Newcastle,3.0,0.0,H,2.0,0.0,H,C Foy,18.0,,
6634,2010-08-21,Wigan,Chelsea,0.0,6.0,A,0.0,1.0,A,M Dean,17.0,,
6635,2010-08-21,West Ham,Bolton,1.0,3.0,A,0.0,0.0,D,A Marriner,17.0,,
6636,2010-08-21,West Brom,Sunderland,1.0,0.0,H,0.0,0.0,D,K Friend,11.0,,
6637,2010-08-21,Birmingham,Blackburn,2.0,1.0,H,0.0,0.0,D,M Oliver,10.0,,
6638,2010-08-21,Everton,Wolves,1.0,1.0,D,1.0,0.0,H,L Mason,14.0,,
6639,2010-08-21,Arsenal,Blackpool,6.0,0.0,H,3.0,0.0,H,M Jones,26.0,,
6640,2010-08-21,Stoke,Tottenham,1.0,2.0,A,1.0,2.0,A,C Foy,15.0,,
6641,2010-08-22,Fulham,Man United,2.0,2.0,D,0.0,1.0,A,P Walton,16.0,,
6642,2010-08-22,Newcastle,Aston Villa,6.0,0.0,H,3.0,0.0,H,M Atkinson,20.0,,
6643,2010-08-23,Man City,Liverpool,3.0,0.0,H,1.0,0.0,H,P Dowd,8.0,,
6644,2010-08-28,Blackpool,Fulham,2.0,2.0,D,0.0,1.0,A,M Oliver,14.0,,
6645,2010-08-28,Blackburn,Arsenal,1.0,2.0,A,1.0,1.0,D,C Foy,15.0,,
6646,2010-08-28,Man United,West Ham,3.0,0.0,H,1.0,0.0,H,M Clattenburg,18.0,,
6647,2010-08-28,Tottenham,Wigan,0.0,1.0,A,0.0,0.0,D,P Dowd,12.0,,
6648,2010-08-28,Wolves,Newcastle,1.0,1.0,D,1.0,0.0,H,S Attwell,5.0,,
6649,2010-08-28,Chelsea,Stoke,2.0,0.0,H,1.0,0.0,H,M Atkinson,15.0,,
6650,2010-08-29,Aston Villa,Everton,1.0,0.0,H,1.0,0.0,H,M Jones,12.0,,
6651,2010-08-29,Bolton,Birmingham,2.0,2.0,D,0.0,1.0,A,K Friend,11.0,,
6652,2010-08-29,Liverpool,West Brom,1.0,0.0,H,0.0,0.0,D,L Probert,11.0,,
6653,2010-08-29,Sunderland,Man City,1.0,0.0,H,0.0,0.0,D,M Dean,12.0,,
6654,2010-09-11,Wigan,Sunderland,1.0,1.0,D,0.0,0.0,D,A Marriner,17.0,,
6655,2010-09-11,West Brom,Tottenham,1.0,1.0,D,1.0,1.0,D,H Webb,15.0,,
6656,2010-09-11,Newcastle,Blackpool,0.0,2.0,A,0.0,1.0,A,L Mason,16.0,,
6657,2010-09-11,West Ham,Chelsea,1.0,3.0,A,0.0,2.0,A,C Foy,13.0,,
6658,2010-09-11,Fulham,Wolves,2.0,1.0,H,0.0,1.0,A,P Dowd,13.0,,
6659,2010-09-11,Arsenal,Bolton,4.0,1.0,H,1.0,1.0,D,S Attwell,23.0,,
6660,2010-09-11,Man City,Blackburn,1.0,1.0,D,0.0,1.0,A,M Clattenburg,20.0,,
6661,2010-09-11,Everton,Man United,3.0,3.0,D,1.0,1.0,D,M Atkinson,23.0,,
6662,2010-09-12,Birmingham,Liverpool,0.0,0.0,D,0.0,0.0,D,M Halsey,15.0,,
6663,2010-09-13,Stoke,Aston Villa,2.0,1.0,H,0.0,1.0,A,L Probert,20.0,,
6664,2010-09-18,Everton,Newcastle,0.0,1.0,A,0.0,1.0,A,A Marriner,6.0,,
6665,2010-09-18,Stoke,West Ham,1.0,1.0,D,0.0,1.0,A,L Mason,9.0,,
6666,2010-09-18,Sunderland,Arsenal,1.0,1.0,D,0.0,1.0,A,P Dowd,16.0,,
6667,2010-09-18,Tottenham,Wolves,3.0,1.0,H,0.0,1.0,A,M Jones,20.0,,
6668,2010-09-18,West Brom,Birmingham,3.0,1.0,H,0.0,1.0,A,C Foy,16.0,,
6669,2010-09-18,Aston Villa,Bolton,1.0,1.0,D,1.0,1.0,D,M Dean,13.0,,
6670,2010-09-18,Blackburn,Fulham,1.0,1.0,D,1.0,0.0,H,A Taylor,9.0,,
6671,2010-09-19,Chelsea,Blackpool,4.0,0.0,H,4.0,0.0,H,M Clattenburg,27.0,,
6672,2010-09-19,Man United,Liverpool,3.0,2.0,H,1.0,0.0,H,H Webb,16.0,,
6673,2010-09-19,Wigan,Man City,0.0,2.0,A,0.0,1.0,A,L Probert,9.0,,
6674,2010-09-25,Man City,Chelsea,1.0,0.0,H,0.0,0.0,D,A Marriner,8.0,,
6675,2010-09-25,Liverpool,Sunderland,2.0,2.0,D,1.0,1.0,D,S Attwell,13.0,,
6676,2010-09-25,West Ham,Tottenham,1.0,0.0,H,1.0,0.0,H,M Atkinson,22.0,,
6677,2010-09-25,Blackpool,Blackburn,1.0,2.0,A,0.0,1.0,A,M Dean,11.0,,
6678,2010-09-25,Arsenal,West Brom,2.0,3.0,A,0.0,0.0,D,M Oliver,24.0,,
6679,2010-09-25,Birmingham,Wigan,0.0,0.0,D,0.0,0.0,D,M Clattenburg,10.0,,
6680,2010-09-25,Fulham,Everton,0.0,0.0,D,0.0,0.0,D,H Webb,12.0,,
6681,2010-09-26,Bolton,Man United,2.0,2.0,D,1.0,1.0,D,P Dowd,15.0,,
6682,2010-09-26,Newcastle,Stoke,1.0,2.0,A,1.0,0.0,H,M Jones,11.0,,
6683,2010-09-26,Wolves,Aston Villa,1.0,2.0,A,0.0,1.0,A,M Halsey,14.0,,
6684,2010-10-02,Birmingham,Everton,0.0,2.0,A,0.0,0.0,D,P Dowd,6.0,,
6685,2010-10-02,Stoke,Blackburn,1.0,0.0,H,0.0,0.0,D,H Webb,18.0,,
6686,2010-10-02,Sunderland,Man United,0.0,0.0,D,0.0,0.0,D,C Foy,14.0,,
6687,2010-10-02,Tottenham,Aston Villa,2.0,1.0,H,1.0,1.0,D,M Clattenburg,19.0,,
6688,2010-10-02,West Ham,Fulham,1.0,1.0,D,0.0,1.0,A,A Marriner,12.0,,
6689,2010-10-02,Wigan,Wolves,2.0,0.0,H,0.0,0.0,D,L Mason,24.0,,
6690,2010-10-02,West Brom,Bolton,1.0,1.0,D,0.0,0.0,D,P Walton,17.0,,
6691,2010-10-03,Chelsea,Arsenal,2.0,0.0,H,1.0,0.0,H,M Dean,11.0,,
6692,2010-10-03,Liverpool,Blackpool,1.0,2.0,A,0.0,2.0,A,M Jones,19.0,,
6693,2010-10-03,Man City,Newcastle,2.0,1.0,H,1.0,1.0,D,M Atkinson,9.0,,
6694,2010-10-16,Wolves,West Ham,1.0,1.0,D,1.0,0.0,H,M Clattenburg,9.0,,
6695,2010-10-16,Man United,West Brom,2.0,2.0,D,2.0,0.0,H,M Jones,16.0,,
6696,2010-10-16,Newcastle,Wigan,2.0,2.0,D,0.0,2.0,A,M Halsey,9.0,,
6697,2010-10-16,Aston Villa,Chelsea,0.0,0.0,D,0.0,0.0,D,L Mason,11.0,,
6698,2010-10-16,Bolton,Stoke,2.0,1.0,H,1.0,0.0,H,P Walton,11.0,,
6699,2010-10-16,Fulham,Tottenham,1.0,2.0,A,1.0,1.0,D,M Dean,11.0,,
6700,2010-10-16,Arsenal,Birmingham,2.0,1.0,H,1.0,1.0,D,M Atkinson,18.0,,
6701,2010-10-17,Everton,Liverpool,2.0,0.0,H,1.0,0.0,H,H Webb,9.0,,
6702,2010-10-17,Blackpool,Man City,2.0,3.0,A,0.0,0.0,D,P Dowd,16.0,,
6703,2010-10-18,Blackburn,Sunderland,0.0,0.0,D,0.0,0.0,D,L Probert,9.0,,
6704,2010-10-23,Birmingham,Blackpool,2.0,0.0,H,1.0,0.0,H,A Taylor,17.0,,
6705,2010-10-23,Chelsea,Wolves,2.0,0.0,H,1.0,0.0,H,L Probert,17.0,,
6706,2010-10-23,Sunderland,Aston Villa,1.0,0.0,H,1.0,0.0,H,M Halsey,13.0,,
6707,2010-10-23,Tottenham,Everton,1.0,1.0,D,1.0,1.0,D,M Jones,13.0,,
6708,2010-10-23,West Brom,Fulham,2.0,1.0,H,2.0,1.0,H,K Friend,14.0,,
6709,2010-10-23,West Ham,Newcastle,1.0,2.0,A,1.0,1.0,D,C Foy,5.0,,
6710,2010-10-23,Wigan,Bolton,1.0,1.0,D,0.0,0.0,D,H Webb,15.0,,
6711,2010-10-24,Liverpool,Blackburn,2.0,1.0,H,0.0,0.0,D,P Dowd,17.0,,
6712,2010-10-24,Man City,Arsenal,0.0,3.0,A,0.0,1.0,A,M Clattenburg,9.0,,
6713,2010-10-24,Stoke,Man United,1.0,2.0,A,0.0,1.0,A,A Marriner,6.0,,
6714,2010-10-30,Wolves,Man City,2.0,1.0,H,1.0,1.0,D,M Dean,10.0,,
6715,2010-10-30,Man United,Tottenham,2.0,0.0,H,1.0,0.0,H,M Clattenburg,18.0,,
6716,2010-10-30,Blackburn,Chelsea,1.0,2.0,A,1.0,1.0,D,P Walton,13.0,,
6717,2010-10-30,Everton,Stoke,1.0,0.0,H,0.0,0.0,D,L Probert,18.0,,
6718,2010-10-30,Fulham,Wigan,2.0,0.0,H,2.0,0.0,H,A Marriner,15.0,,
6719,2010-10-30,Arsenal,West Ham,1.0,0.0,H,0.0,0.0,D,M Jones,20.0,,
6720,2010-10-31,Bolton,Liverpool,0.0,1.0,A,0.0,0.0,D,M Atkinson,14.0,,
6721,2010-10-31,Newcastle,Sunderland,5.0,1.0,H,3.0,0.0,H,P Dowd,16.0,,
6722,2010-10-31,Aston Villa,Birmingham,0.0,0.0,D,0.0,0.0,D,H Webb,7.0,,
6723,2010-11-01,Blackpool,West Brom,2.0,1.0,H,1.0,0.0,H,M Oliver,21.0,,
6724,2010-11-06,Birmingham,West Ham,2.0,2.0,D,0.0,0.0,D,M Oliver,8.0,,
6725,2010-11-06,Blackburn,Wigan,2.0,1.0,H,0.0,0.0,D,K Friend,10.0,,
6726,2010-11-06,Bolton,Tottenham,4.0,2.0,H,1.0,0.0,H,C Foy,18.0,,
6727,2010-11-06,Fulham,Aston Villa,1.0,1.0,D,0.0,1.0,A,P Walton,14.0,,
6728,2010-11-06,Man United,Wolves,2.0,1.0,H,1.0,0.0,H,P Dowd,14.0,,
6729,2010-11-06,Sunderland,Stoke,2.0,0.0,H,1.0,0.0,H,M Atkinson,14.0,,
6730,2010-11-06,Blackpool,Everton,2.0,2.0,D,1.0,1.0,D,A Marriner,11.0,,
6731,2010-11-07,Arsenal,Newcastle,0.0,1.0,A,0.0,1.0,A,M Dean,11.0,,
6732,2010-11-07,Liverpool,Chelsea,2.0,0.0,H,2.0,0.0,H,H Webb,9.0,,
6733,2010-11-07,West Brom,Man City,0.0,2.0,A,0.0,2.0,A,L Probert,13.0,,
6734,2010-11-09,Tottenham,Sunderland,1.0,1.0,D,0.0,0.0,D,H Webb,20.0,,
6735,2010-11-09,Stoke,Birmingham,3.0,2.0,H,1.0,0.0,H,M Clattenburg,19.0,,
6736,2010-11-10,Chelsea,Fulham,1.0,0.0,H,1.0,0.0,H,M Atkinson,19.0,,
6737,2010-11-10,Aston Villa,Blackpool,3.0,2.0,H,1.0,1.0,D,A Taylor,19.0,,
6738,2010-11-10,Wolves,Arsenal,0.0,2.0,A,0.0,1.0,A,M Halsey,14.0,,
6739,2010-11-10,Wigan,Liverpool,1.0,1.0,D,0.0,1.0,A,P Walton,10.0,,
6740,2010-11-10,West Ham,West Brom,2.0,2.0,D,1.0,1.0,D,M Dean,8.0,,
6741,2010-11-10,Newcastle,Blackburn,1.0,2.0,A,0.0,1.0,A,M Jones,9.0,,
6742,2010-11-10,Man City,Man United,0.0,0.0,D,0.0,0.0,D,C Foy,6.0,,
6743,2010-11-10,Everton,Bolton,1.0,1.0,D,0.0,0.0,D,P Dowd,23.0,,
6744,2010-11-13,Newcastle,Fulham,0.0,0.0,D,0.0,0.0,D,L Probert,13.0,,
6745,2010-11-13,Man City,Birmingham,0.0,0.0,D,0.0,0.0,D,M Jones,21.0,,
6746,2010-11-13,Wolves,Bolton,2.0,3.0,A,0.0,1.0,A,P Walton,10.0,,
6747,2010-11-13,Wigan,West Brom,1.0,0.0,H,0.0,0.0,D,A Taylor,13.0,,
6748,2010-11-13,Aston Villa,Man United,2.0,2.0,D,0.0,0.0,D,M Dean,12.0,,
6749,2010-11-13,Tottenham,Blackburn,4.0,2.0,H,2.0,0.0,H,A Marriner,20.0,,
6750,2010-11-13,Stoke,Liverpool,2.0,0.0,H,0.0,0.0,D,M Halsey,14.0,,
6751,2010-11-13,West Ham,Blackpool,0.0,0.0,D,0.0,0.0,D,K Friend,17.0,,
6752,2010-11-14,Chelsea,Sunderland,0.0,3.0,A,0.0,1.0,A,C Foy,14.0,,
6753,2010-11-14,Everton,Arsenal,1.0,2.0,A,0.0,1.0,A,H Webb,14.0,,
6754,2010-11-20,Birmingham,Chelsea,1.0,0.0,H,1.0,0.0,H,M Halsey,1.0,,
6755,2010-11-20,Blackpool,Wolves,2.0,1.0,H,2.0,0.0,H,M Clattenburg,13.0,,
6756,2010-11-20,Bolton,Newcastle,5.0,1.0,H,2.0,0.0,H,H Webb,18.0,,
6757,2010-11-20,Liverpool,West Ham,3.0,0.0,H,3.0,0.0,H,L Probert,19.0,,
6758,2010-11-20,Man United,Wigan,2.0,0.0,H,1.0,0.0,H,M Atkinson,17.0,,
6759,2010-11-20,West Brom,Stoke,0.0,3.0,A,0.0,0.0,D,C Foy,15.0,,
6760,2010-11-20,Arsenal,Tottenham,2.0,3.0,A,2.0,0.0,H,P Dowd,12.0,,
6761,2010-11-21,Fulham,Man City,1.0,4.0,A,0.0,3.0,A,L Mason,9.0,,
6762,2010-11-21,Blackburn,Aston Villa,2.0,0.0,H,1.0,0.0,H,M Oliver,14.0,,
6763,2010-11-22,Sunderland,Everton,2.0,2.0,D,1.0,1.0,D,P Walton,13.0,,
6764,2010-11-27,Wolves,Sunderland,3.0,2.0,H,0.0,0.0,D,M Jones,14.0,,
6765,2010-11-27,West Ham,Wigan,3.0,1.0,H,1.0,0.0,H,M Halsey,15.0,,
6766,2010-11-27,Stoke,Man City,1.0,1.0,D,0.0,0.0,D,P Walton,16.0,,
6767,2010-11-27,Aston Villa,Arsenal,2.0,4.0,A,0.0,2.0,A,M Clattenburg,6.0,,
6768,2010-11-27,Fulham,Birmingham,1.0,1.0,D,0.0,1.0,A,H Webb,11.0,,
6769,2010-11-27,Everton,West Brom,1.0,4.0,A,1.0,2.0,A,L Mason,12.0,,
6770,2010-11-27,Bolton,Blackpool,2.0,2.0,D,0.0,1.0,A,M Dean,24.0,,
6771,2010-11-27,Man United,Blackburn,7.0,1.0,H,3.0,0.0,H,L Probert,15.0,,
6772,2010-11-28,Tottenham,Liverpool,2.0,1.0,H,0.0,1.0,A,M Atkinson,20.0,,
6773,2010-11-28,Newcastle,Chelsea,1.0,1.0,D,1.0,1.0,D,A Marriner,5.0,,
6774,2010-12-04,Arsenal,Fulham,2.0,1.0,H,1.0,1.0,D,C Foy,15.0,,
6775,2010-12-04,Birmingham,Tottenham,1.0,1.0,D,0.0,1.0,A,K Friend,13.0,,
6776,2010-12-04,Blackburn,Wolves,3.0,0.0,H,2.0,0.0,H,H Webb,10.0,,
6777,2010-12-04,Chelsea,Everton,1.0,1.0,D,1.0,0.0,H,L Probert,12.0,,
6778,2010-12-04,Man City,Bolton,1.0,0.0,H,1.0,0.0,H,A Marriner,19.0,,
6779,2010-12-04,Wigan,Stoke,2.0,2.0,D,2.0,2.0,D,M Jones,15.0,,
6780,2010-12-05,Sunderland,West Ham,1.0,0.0,H,1.0,0.0,H,M Atkinson,17.0,,
6781,2010-12-05,West Brom,Newcastle,3.0,1.0,H,1.0,0.0,H,M Dean,20.0,,
6782,2010-12-06,Liverpool,Aston Villa,3.0,0.0,H,2.0,0.0,H,P Dowd,12.0,,
6783,2010-12-11,West Ham,Man City,1.0,3.0,A,0.0,1.0,A,P Dowd,13.0,,
6784,2010-12-11,Stoke,Blackpool,0.0,1.0,A,0.0,0.0,D,A Taylor,16.0,,
6785,2010-12-11,Aston Villa,West Brom,2.0,1.0,H,1.0,0.0,H,M Halsey,6.0,,
6786,2010-12-11,Fulham,Sunderland,0.0,0.0,D,0.0,0.0,D,N Swarbrick,14.0,,
6787,2010-12-11,Everton,Wigan,0.0,0.0,D,0.0,0.0,D,M Oliver,16.0,,
6788,2010-12-11,Newcastle,Liverpool,3.0,1.0,H,1.0,0.0,H,L Mason,8.0,,
6789,2010-12-12,Bolton,Blackburn,2.0,1.0,H,0.0,0.0,D,M Clattenburg,12.0,,
6790,2010-12-12,Tottenham,Chelsea,1.0,1.0,D,1.0,0.0,H,M Dean,10.0,,
6791,2010-12-12,Wolves,Birmingham,1.0,0.0,H,1.0,0.0,H,M Atkinson,14.0,,
6792,2010-12-13,Man United,Arsenal,1.0,0.0,H,1.0,0.0,H,H Webb,14.0,,
6793,2010-12-18,Blackburn,West Ham,1.0,1.0,D,0.0,0.0,D,M Dean,13.0,,
6794,2010-12-18,Sunderland,Bolton,1.0,0.0,H,1.0,0.0,H,C Foy,13.0,,
6795,2010-12-20,Man City,Everton,1.0,2.0,A,0.0,2.0,A,P Walton,25.0,,
6796,2010-12-26,Blackburn,Stoke,0.0,2.0,A,0.0,0.0,D,M Jones,12.0,,
6797,2010-12-26,Bolton,West Brom,2.0,0.0,H,1.0,0.0,H,H Webb,12.0,,
6798,2010-12-26,Fulham,West Ham,1.0,3.0,A,1.0,2.0,A,M Halsey,13.0,,
6799,2010-12-26,Man United,Sunderland,2.0,0.0,H,1.0,0.0,H,P Dowd,14.0,,
6800,2010-12-26,Newcastle,Man City,1.0,3.0,A,0.0,2.0,A,C Foy,20.0,,
6801,2010-12-26,Wolves,Wigan,1.0,2.0,A,0.0,2.0,A,M Dean,8.0,,
6802,2010-12-26,Aston Villa,Tottenham,1.0,2.0,A,0.0,1.0,A,M Atkinson,26.0,,
6803,2010-12-27,Arsenal,Chelsea,3.0,1.0,H,1.0,0.0,H,M Clattenburg,10.0,,
6804,2010-12-28,Stoke,Fulham,0.0,2.0,A,0.0,2.0,A,K Friend,14.0,,
6805,2010-12-28,Sunderland,Blackpool,0.0,2.0,A,0.0,0.0,D,A Marriner,32.0,,
6806,2010-12-28,Tottenham,Newcastle,2.0,0.0,H,0.0,0.0,D,A Taylor,13.0,,
6807,2010-12-28,West Brom,Blackburn,1.0,3.0,A,1.0,1.0,D,P Dowd,21.0,,
6808,2010-12-28,West Ham,Everton,1.0,1.0,D,1.0,1.0,D,H Webb,11.0,,
6809,2010-12-28,Man City,Aston Villa,4.0,0.0,H,3.0,0.0,H,M Oliver,11.0,,
6810,2010-12-28,Birmingham,Man United,1.0,1.0,D,0.0,0.0,D,L Mason,8.0,,
6811,2010-12-29,Chelsea,Bolton,1.0,0.0,H,0.0,0.0,D,M Jones,12.0,,
6812,2010-12-29,Liverpool,Wolves,0.0,1.0,A,0.0,0.0,D,P Walton,9.0,,
6813,2010-12-29,Wigan,Arsenal,2.0,2.0,D,1.0,2.0,A,L Probert,7.0,,
6814,2011-01-01,West Brom,Man United,1.0,2.0,A,1.0,1.0,D,C Foy,17.0,,
6815,2011-01-01,Tottenham,Fulham,1.0,0.0,H,1.0,0.0,H,M Jones,13.0,,
6816,2011-01-01,Sunderland,Blackburn,3.0,0.0,H,2.0,0.0,H,M Dean,13.0,,
6817,2011-01-01,Birmingham,Arsenal,0.0,3.0,A,0.0,1.0,A,P Walton,2.0,,
6818,2011-01-01,Man City,Blackpool,1.0,0.0,H,1.0,0.0,H,M Clattenburg,15.0,,
6819,2011-01-01,Liverpool,Bolton,2.0,1.0,H,0.0,1.0,A,K Friend,16.0,,
6820,2011-01-01,Stoke,Everton,2.0,0.0,H,1.0,0.0,H,A Marriner,7.0,,
6821,2011-01-01,West Ham,Wolves,2.0,0.0,H,0.0,0.0,D,L Probert,11.0,,
6822,2011-01-02,Chelsea,Aston Villa,3.0,3.0,D,1.0,1.0,D,L Mason,15.0,,
6823,2011-01-02,Wigan,Newcastle,0.0,1.0,A,0.0,1.0,A,H Webb,9.0,,
6824,2011-01-04,Blackpool,Birmingham,1.0,2.0,A,0.0,1.0,A,J Moss,19.0,,
6825,2011-01-04,Fulham,West Brom,3.0,0.0,H,1.0,0.0,H,M Atkinson,12.0,,
6826,2011-01-04,Man United,Stoke,2.0,1.0,H,1.0,0.0,H,M Clattenburg,18.0,,
6827,2011-01-05,Wolves,Chelsea,1.0,0.0,H,1.0,0.0,H,M Halsey,3.0,,
6828,2011-01-05,Newcastle,West Ham,5.0,0.0,H,3.0,0.0,H,M Dean,11.0,,
6829,2011-01-05,Bolton,Wigan,1.0,1.0,D,0.0,0.0,D,P Dowd,14.0,,
6830,2011-01-05,Blackburn,Liverpool,3.0,1.0,H,2.0,0.0,H,A Marriner,10.0,,
6831,2011-01-05,Everton,Tottenham,2.0,1.0,H,1.0,1.0,D,L Probert,19.0,,
6832,2011-01-05,Arsenal,Man City,0.0,0.0,D,0.0,0.0,D,M Jones,13.0,,
6833,2011-01-05,Aston Villa,Sunderland,0.0,1.0,A,0.0,0.0,D,P Walton,8.0,,
6834,2011-01-12,Blackpool,Liverpool,2.0,1.0,H,1.0,1.0,D,M Oliver,13.0,,
6835,2011-01-15,Wigan,Fulham,1.0,1.0,D,0.0,0.0,D,A Taylor,8.0,,
6836,2011-01-15,West Ham,Arsenal,0.0,3.0,A,0.0,2.0,A,A Marriner,7.0,,
6837,2011-01-15,Chelsea,Blackburn,2.0,0.0,H,0.0,0.0,D,M Atkinson,27.0,,
6838,2011-01-15,Stoke,Bolton,2.0,0.0,H,1.0,0.0,H,M Oliver,12.0,,
6839,2011-01-15,Man City,Wolves,4.0,3.0,H,1.0,1.0,D,L Mason,15.0,,
6840,2011-01-15,West Brom,Blackpool,3.0,2.0,H,1.0,1.0,D,S Attwell,18.0,,
6841,2011-01-16,Birmingham,Aston Villa,1.0,1.0,D,0.0,0.0,D,M Clattenburg,14.0,,
6842,2011-01-16,Liverpool,Everton,2.0,2.0,D,1.0,0.0,H,P Dowd,19.0,,
6843,2011-01-16,Sunderland,Newcastle,1.0,1.0,D,0.0,0.0,D,H Webb,10.0,,
6844,2011-01-16,Tottenham,Man United,0.0,0.0,D,0.0,0.0,D,M Dean,16.0,,
6845,2011-01-22,Arsenal,Wigan,3.0,0.0,H,1.0,0.0,H,K Friend,23.0,,
6846,2011-01-22,Aston Villa,Man City,1.0,0.0,H,1.0,0.0,H,H Webb,10.0,,
6847,2011-01-22,Blackpool,Sunderland,1.0,2.0,A,0.0,2.0,A,L Mason,13.0,,
6848,2011-01-22,Everton,West Ham,2.0,2.0,D,0.0,1.0,A,P Walton,11.0,,
6849,2011-01-22,Fulham,Stoke,2.0,0.0,H,1.0,0.0,H,S Attwell,10.0,,
6850,2011-01-22,Man United,Birmingham,5.0,0.0,H,3.0,0.0,H,M Jones,23.0,,
6851,2011-01-22,Newcastle,Tottenham,1.0,1.0,D,0.0,0.0,D,M Halsey,13.0,,
6852,2011-01-22,Wolves,Liverpool,0.0,3.0,A,0.0,1.0,A,M Atkinson,11.0,,
6853,2011-01-23,Blackburn,West Brom,2.0,0.0,H,1.0,0.0,H,M Clattenburg,17.0,,
6854,2011-01-24,Bolton,Chelsea,0.0,4.0,A,0.0,2.0,A,C Foy,11.0,,
6855,2011-01-25,Wigan,Aston Villa,1.0,2.0,A,0.0,0.0,D,J Moss,19.0,,
6856,2011-01-25,Blackpool,Man United,2.0,3.0,A,2.0,0.0,H,P Walton,6.0,,
6857,2011-01-26,Liverpool,Fulham,1.0,0.0,H,0.0,0.0,D,L Probert,11.0,,
6858,2011-02-01,Arsenal,Everton,2.0,1.0,H,0.0,1.0,A,L Mason,19.0,,
6859,2011-02-01,Man United,Aston Villa,3.0,1.0,H,2.0,0.0,H,C Foy,18.0,,
6860,2011-02-01,Sunderland,Chelsea,2.0,4.0,A,2.0,2.0,D,M Halsey,4.0,,
6861,2011-02-01,West Brom,Wigan,2.0,2.0,D,1.0,2.0,A,P Dowd,21.0,,
6862,2011-02-02,Liverpool,Stoke,2.0,0.0,H,0.0,0.0,D,A Taylor,13.0,,
6863,2011-02-02,Fulham,Newcastle,1.0,0.0,H,0.0,0.0,D,M Jones,11.0,,
6864,2011-02-02,Blackpool,West Ham,1.0,3.0,A,1.0,3.0,A,S Attwell,13.0,,
6865,2011-02-02,Blackburn,Tottenham,0.0,1.0,A,0.0,1.0,A,A Marriner,17.0,,
6866,2011-02-02,Birmingham,Man City,2.0,2.0,D,1.0,2.0,A,K Friend,14.0,,
6867,2011-02-02,Bolton,Wolves,1.0,0.0,H,0.0,0.0,D,P Walton,13.0,,
6868,2011-02-05,Wigan,Blackburn,4.0,3.0,H,1.0,1.0,D,M Dean,11.0,,
6869,2011-02-05,Wolves,Man United,2.0,1.0,H,2.0,1.0,H,M Oliver,6.0,,
6870,2011-02-05,Tottenham,Bolton,2.0,1.0,H,1.0,0.0,H,M Clattenburg,13.0,,
6871,2011-02-05,Everton,Blackpool,5.0,3.0,H,1.0,1.0,D,K Friend,23.0,,
6872,2011-02-05,Newcastle,Arsenal,4.0,4.0,D,0.0,4.0,A,P Dowd,16.0,,
6873,2011-02-05,Stoke,Sunderland,3.0,2.0,H,1.0,1.0,D,L Probert,18.0,,
6874,2011-02-05,Aston Villa,Fulham,2.0,2.0,D,1.0,0.0,H,L Mason,10.0,,
6875,2011-02-05,Man City,West Brom,3.0,0.0,H,3.0,0.0,H,M Atkinson,13.0,,
6876,2011-02-06,West Ham,Birmingham,0.0,1.0,A,0.0,0.0,D,C Foy,16.0,,
6877,2011-02-06,Chelsea,Liverpool,0.0,1.0,A,0.0,0.0,D,A Marriner,14.0,,
6878,2011-02-12,Arsenal,Wolves,2.0,0.0,H,1.0,0.0,H,C Foy,17.0,,
6879,2011-02-12,Birmingham,Stoke,1.0,0.0,H,0.0,0.0,D,M Halsey,10.0,,
6880,2011-02-12,Blackburn,Newcastle,0.0,0.0,D,0.0,0.0,D,S Attwell,4.0,,
6881,2011-02-12,Blackpool,Aston Villa,1.0,1.0,D,1.0,1.0,D,H Webb,14.0,,
6882,2011-02-12,Liverpool,Wigan,1.0,1.0,D,1.0,0.0,H,K Friend,13.0,,
6883,2011-02-12,Man United,Man City,2.0,1.0,H,1.0,0.0,H,A Marriner,11.0,,
6884,2011-02-12,Sunderland,Tottenham,1.0,2.0,A,1.0,1.0,D,M Jones,16.0,,
6885,2011-02-12,West Brom,West Ham,3.0,3.0,D,3.0,0.0,H,L Mason,15.0,,
6886,2011-02-13,Bolton,Everton,2.0,0.0,H,1.0,0.0,H,L Probert,11.0,,
6887,2011-02-14,Fulham,Chelsea,0.0,0.0,D,0.0,0.0,D,M Dean,12.0,,
6888,2011-02-15,Birmingham,Newcastle,0.0,2.0,A,0.0,1.0,A,L Mason,11.0,,
6889,2011-02-20,West Brom,Wolves,1.0,1.0,D,0.0,1.0,A,M Dean,19.0,,
6890,2011-02-22,Blackpool,Tottenham,3.0,1.0,H,2.0,0.0,H,C Foy,8.0,,
6891,2011-02-23,Arsenal,Stoke,1.0,0.0,H,1.0,0.0,H,P Walton,9.0,,
6892,2011-02-26,Aston Villa,Blackburn,4.0,1.0,H,0.0,0.0,D,M Atkinson,17.0,,
6893,2011-02-26,Everton,Sunderland,2.0,0.0,H,2.0,0.0,H,S Attwell,17.0,,
