,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,Attendance,Time
1726,1997-08-30,Crystal Palace,Blackburn,1.0,2.0,A,0.0,2.0,A,,,,
1727,1997-08-30,Arsenal,Tottenham,0.0,0.0,D,0.0,0.0,D,,,,
1728,1997-09-01,Bolton,Everton,0.0,0.0,D,0.0,0.0,D,,,,
1729,1997-09-13,Leicester,Tottenham,3.0,0.0,H,0.0,0.0,D,,,,
1730,1997-09-13,Arsenal,Bolton,4.0,1.0,H,3.0,1.0,H,,,,
1731,1997-09-13,Barnsley,Aston Villa,0.0,3.0,A,0.0,1.0,A,,,,
1732,1997-09-13,Coventry,Southampton,1.0,0.0,H,0.0,0.0,D,,,,
1733,1997-09-13,Crystal Palace,Chelsea,0.0,3.0,A,0.0,2.0,A,,,,
1734,1997-09-13,Derby,Everton,3.0,1.0,H,2.0,1.0,H,,,,
1735,1997-09-13,Liverpool,Sheffield Weds,2.0,1.0,H,0.0,0.0,D,,,,
1736,1997-09-13,Man United,West Ham,2.0,1.0,H,1.0,1.0,D,,,,
1737,1997-09-13,Newcastle,Wimbledon,1.0,3.0,A,1.0,1.0,D,,,,
1738,1997-09-14,Blackburn,Leeds,3.0,4.0,A,3.0,4.0,A,,,,
1739,1997-09-20,Tottenham,Blackburn,0.0,0.0,D,0.0,0.0,D,,,,
1740,1997-09-20,Wimbledon,Crystal Palace,0.0,1.0,A,0.0,0.0,D,,,,
1741,1997-09-20,West Ham,Newcastle,0.0,1.0,A,0.0,1.0,A,,,,
1742,1997-09-20,Southampton,Liverpool,1.0,1.0,D,0.0,1.0,A,,,,
1743,1997-09-20,Everton,Barnsley,4.0,2.0,H,2.0,1.0,H,,,,
1744,1997-09-20,Leeds,Leicester,0.0,1.0,A,0.0,1.0,A,,,,
1745,1997-09-20,Bolton,Man United,0.0,0.0,D,0.0,0.0,D,,,,
1746,1997-09-20,Aston Villa,Derby,2.0,1.0,H,0.0,1.0,A,,,,
1747,1997-09-20,Sheffield Weds,Coventry,0.0,0.0,D,0.0,0.0,D,,,,
1748,1997-09-21,Chelsea,Arsenal,2.0,3.0,A,1.0,1.0,D,,,,
1749,1997-09-22,Liverpool,Aston Villa,3.0,0.0,H,0.0,0.0,D,,,,
1750,1997-09-23,Bolton,Tottenham,1.0,1.0,D,1.0,0.0,H,,,,
1751,1997-09-23,Wimbledon,Barnsley,4.0,1.0,H,0.0,1.0,A,,,,
1752,1997-09-24,Southampton,Leeds,0.0,2.0,A,0.0,1.0,A,,,,
1753,1997-09-24,Sheffield Weds,Derby,2.0,5.0,A,2.0,3.0,A,,,,
1754,1997-09-24,Newcastle,Everton,1.0,0.0,H,0.0,0.0,D,,,,
1755,1997-09-24,Leicester,Blackburn,1.0,1.0,D,1.0,1.0,D,,,,
1756,1997-09-24,Coventry,Crystal Palace,1.0,1.0,D,1.0,1.0,D,,,,
1757,1997-09-24,Arsenal,West Ham,4.0,0.0,H,4.0,0.0,H,,,,
1758,1997-09-24,Man United,Chelsea,2.0,2.0,D,1.0,1.0,D,,,,
1759,1997-09-27,Leeds,Man United,1.0,0.0,H,1.0,0.0,H,,,,
1760,1997-09-27,West Ham,Liverpool,2.0,1.0,H,1.0,0.0,H,,,,
1761,1997-09-27,Tottenham,Wimbledon,0.0,0.0,D,0.0,0.0,D,,,,
1762,1997-09-27,Everton,Arsenal,2.0,2.0,D,0.0,2.0,A,,,,
1763,1997-09-27,Barnsley,Leicester,0.0,2.0,A,0.0,0.0,D,,,,
1764,1997-09-27,Crystal Palace,Bolton,2.0,2.0,D,2.0,1.0,H,,,,
1765,1997-09-27,Chelsea,Newcastle,1.0,0.0,H,0.0,0.0,D,,,,
1766,1997-09-27,Aston Villa,Sheffield Weds,2.0,2.0,D,1.0,2.0,A,,,,
1767,1997-09-27,Derby,Southampton,4.0,0.0,H,0.0,0.0,D,,,,
1768,1997-09-28,Blackburn,Coventry,0.0,0.0,D,0.0,0.0,D,,,,
1769,1997-10-04,Southampton,West Ham,3.0,0.0,H,0.0,0.0,D,,,,
1770,1997-10-04,Bolton,Aston Villa,0.0,1.0,A,0.0,1.0,A,,,,
1771,1997-10-04,Coventry,Leeds,0.0,0.0,D,0.0,0.0,D,,,,
1772,1997-10-04,Man United,Crystal Palace,2.0,0.0,H,2.0,0.0,H,,,,
1773,1997-10-04,Newcastle,Tottenham,1.0,0.0,H,0.0,0.0,D,,,,
1774,1997-10-04,Sheffield Weds,Everton,3.0,1.0,H,0.0,0.0,D,,,,
1775,1997-10-04,Wimbledon,Blackburn,0.0,1.0,A,0.0,1.0,A,,,,
1776,1997-10-04,Arsenal,Barnsley,5.0,0.0,H,3.0,0.0,H,,,,
1777,1997-10-05,Liverpool,Chelsea,4.0,2.0,H,2.0,1.0,H,,,,
1778,1997-10-06,Leicester,Derby,1.0,2.0,A,0.0,1.0,A,,,,
1779,1997-10-18,Blackburn,Southampton,1.0,0.0,H,1.0,0.0,H,,,,
1780,1997-10-18,Chelsea,Leicester,1.0,0.0,H,0.0,0.0,D,,,,
1781,1997-10-18,Crystal Palace,Arsenal,0.0,0.0,D,0.0,0.0,D,,,,
1782,1997-10-18,Derby,Man United,2.0,2.0,D,2.0,0.0,H,,,,
1783,1997-10-18,Everton,Liverpool,2.0,0.0,H,1.0,0.0,H,,,,
1784,1997-10-18,Leeds,Newcastle,4.0,1.0,H,3.0,0.0,H,,,,
1785,1997-10-18,West Ham,Bolton,3.0,0.0,H,0.0,0.0,D,,,,
1786,1997-10-18,Aston Villa,Wimbledon,1.0,2.0,A,1.0,1.0,D,,,,
1787,1997-10-19,Tottenham,Sheffield Weds,3.0,2.0,H,3.0,0.0,H,,,,
1788,1997-10-20,Barnsley,Coventry,2.0,0.0,H,1.0,0.0,H,,,,
1789,1997-10-22,Derby,Wimbledon,1.0,1.0,D,0.0,0.0,D,,,,
1790,1997-10-25,Wimbledon,Leeds,1.0,0.0,H,1.0,0.0,H,,,,
1791,1997-10-25,Southampton,Tottenham,3.0,2.0,H,0.0,1.0,A,,,,
1792,1997-10-25,Sheffield Weds,Crystal Palace,1.0,3.0,A,0.0,1.0,A,,,,
1793,1997-10-25,Liverpool,Derby,4.0,0.0,H,1.0,0.0,H,,,,
1794,1997-10-25,Man United,Barnsley,7.0,0.0,H,4.0,0.0,H,,,,
1795,1997-10-25,Coventry,Everton,0.0,0.0,D,0.0,0.0,D,,,,
1796,1997-10-25,Newcastle,Blackburn,1.0,1.0,D,1.0,0.0,H,,,,
1797,1997-10-26,Arsenal,Aston Villa,0.0,0.0,D,0.0,0.0,D,,,,
1798,1997-10-26,Bolton,Chelsea,1.0,0.0,H,0.0,0.0,D,,,,
1799,1997-10-27,Leicester,West Ham,2.0,1.0,H,1.0,0.0,H,,,,
1800,1997-11-01,Newcastle,Leicester,3.0,3.0,D,2.0,2.0,D,,,,
1801,1997-11-01,Tottenham,Leeds,0.0,1.0,A,0.0,1.0,A,,,,
1802,1997-11-01,Man United,Sheffield Weds,6.0,1.0,H,4.0,0.0,H,,,,
1803,1997-11-01,Wimbledon,Coventry,1.0,2.0,A,1.0,2.0,A,,,,
1804,1997-11-01,Bolton,Liverpool,1.0,1.0,D,0.0,1.0,A,,,,
1805,1997-11-01,Barnsley,Blackburn,1.0,1.0,D,0.0,1.0,A,,,,
1806,1997-11-01,Derby,Arsenal,3.0,0.0,H,0.0,0.0,D,,,,
1807,1997-11-01,Aston Villa,Chelsea,0.0,2.0,A,0.0,1.0,A,,,,
1808,1997-11-02,Everton,Southampton,0.0,2.0,A,0.0,1.0,A,,,,
1809,1997-11-08,Coventry,Newcastle,2.0,2.0,D,1.0,1.0,D,,,,
1810,1997-11-08,Crystal Palace,Aston Villa,1.0,1.0,D,1.0,0.0,H,,,,
1811,1997-11-08,Leeds,Derby,4.0,3.0,H,2.0,3.0,A,,,,
1812,1997-11-08,Liverpool,Tottenham,4.0,0.0,H,0.0,0.0,D,,,,
1813,1997-11-08,Sheffield Weds,Bolton,5.0,0.0,H,5.0,0.0,H,,,,
1814,1997-11-08,Southampton,Barnsley,4.0,1.0,H,3.0,1.0,H,,,,
1815,1997-11-08,Blackburn,Everton,3.0,2.0,H,1.0,1.0,D,,,,
1816,1997-11-09,Arsenal,Man United,3.0,2.0,H,2.0,2.0,D,,,,
1817,1997-11-09,Chelsea,West Ham,2.0,1.0,H,0.0,0.0,D,,,,
1818,1997-11-10,Leicester,Wimbledon,0.0,1.0,A,0.0,0.0,D,,,,
1819,1997-11-22,Wimbledon,Man United,2.0,5.0,A,0.0,0.0,D,,,,
1820,1997-11-22,Sheffield Weds,Arsenal,2.0,0.0,H,1.0,0.0,H,,,,
1821,1997-11-22,Newcastle,Southampton,2.0,1.0,H,0.0,1.0,A,,,,
1822,1997-11-22,Liverpool,Barnsley,0.0,1.0,A,0.0,1.0,A,,,,
1823,1997-11-22,Blackburn,Chelsea,1.0,0.0,H,1.0,0.0,H,,,,
1824,1997-11-22,Aston Villa,Everton,2.0,1.0,H,1.0,1.0,D,,,,
1825,1997-11-22,Leicester,Bolton,0.0,0.0,D,0.0,0.0,D,,,,
1826,1997-11-22,Derby,Coventry,3.0,1.0,H,3.0,0.0,H,,,,
1827,1997-11-23,Leeds,West Ham,3.0,1.0,H,0.0,0.0,D,,,,
1828,1997-11-24,Tottenham,Crystal Palace,0.0,1.0,A,0.0,0.0,D,,,,
1829,1997-11-26,Chelsea,Everton,2.0,0.0,H,0.0,0.0,D,,,,
1830,1997-11-29,West Ham,Aston Villa,2.0,1.0,H,1.0,0.0,H,,,,
1831,1997-11-29,Barnsley,Leeds,2.0,3.0,A,2.0,1.0,H,,,,
1832,1997-11-29,Chelsea,Derby,4.0,0.0,H,2.0,0.0,H,,,,
1833,1997-11-29,Coventry,Leicester,0.0,2.0,A,0.0,1.0,A,,,,
1834,1997-11-29,Crystal Palace,Newcastle,1.0,2.0,A,0.0,1.0,A,,,,
1835,1997-11-29,Everton,Tottenham,0.0,2.0,A,0.0,0.0,D,,,,
1836,1997-11-29,Southampton,Sheffield Weds,2.0,3.0,A,0.0,1.0,A,,,,
1837,1997-11-29,Bolton,Wimbledon,1.0,0.0,H,0.0,0.0,D,,,,
1838,1997-11-30,Arsenal,Liverpool,0.0,1.0,A,0.0,0.0,D,,,,
1839,1997-11-30,Man United,Blackburn,4.0,0.0,H,1.0,0.0,H,,,,
1840,1997-12-01,Bolton,Newcastle,1.0,0.0,H,1.0,0.0,H,,,,
1841,1997-12-03,West Ham,Crystal Palace,4.0,1.0,H,2.0,1.0,H,,,,
1842,1997-12-06,Derby,West Ham,2.0,0.0,H,1.0,0.0,H,,,,
1843,1997-12-06,Tottenham,Chelsea,1.0,6.0,A,1.0,1.0,D,,,,
1844,1997-12-06,Newcastle,Arsenal,0.0,1.0,A,0.0,1.0,A,,,,
1845,1997-12-06,Liverpool,Man United,1.0,3.0,A,0.0,0.0,D,,,,
1846,1997-12-06,Leicester,Crystal Palace,1.0,1.0,D,0.0,1.0,A,,,,
1847,1997-12-06,Leeds,Everton,0.0,0.0,D,0.0,0.0,D,,,,
1848,1997-12-06,Blackburn,Bolton,3.0,1.0,H,2.0,0.0,H,,,,
1849,1997-12-06,Aston Villa,Coventry,3.0,0.0,H,1.0,0.0,H,,,,
1850,1997-12-07,Wimbledon,Southampton,1.0,0.0,H,1.0,0.0,H,,,,
1851,1997-12-08,Sheffield Weds,Barnsley,2.0,1.0,H,1.0,1.0,D,,,,
1852,1997-12-13,West Ham,Sheffield Weds,1.0,0.0,H,0.0,0.0,D,,,,
1853,1997-12-13,Southampton,Leicester,2.0,1.0,H,1.0,0.0,H,,,,
1854,1997-12-13,Everton,Wimbledon,0.0,0.0,D,0.0,0.0,D,,,,
1855,1997-12-13,Crystal Palace,Liverpool,0.0,3.0,A,0.0,1.0,A,,,,
1856,1997-12-13,Coventry,Tottenham,4.0,0.0,H,1.0,0.0,H,,,,
1857,1997-12-13,Chelsea,Leeds,0.0,0.0,D,0.0,0.0,D,,,,
1858,1997-12-13,Barnsley,Newcastle,2.0,2.0,D,1.0,1.0,D,,,,
1859,1997-12-13,Arsenal,Blackburn,1.0,3.0,A,1.0,0.0,H,,,,
1860,1997-12-14,Bolton,Derby,3.0,3.0,D,0.0,0.0,D,,,,
1861,1997-12-15,Man United,Aston Villa,1.0,0.0,H,0.0,0.0,D,,,,
1862,1997-12-17,Newcastle,Derby,0.0,0.0,D,0.0,0.0,D,,,,
1863,1997-12-20,Tottenham,Barnsley,3.0,0.0,H,3.0,0.0,H,,,,
1864,1997-12-20,Sheffield Weds,Chelsea,1.0,4.0,A,0.0,1.0,A,,,,
1865,1997-12-20,Liverpool,Coventry,1.0,0.0,H,1.0,0.0,H,,,,
1866,1997-12-20,Leicester,Everton,0.0,1.0,A,0.0,0.0,D,,,,
1867,1997-12-20,Derby,Crystal Palace,0.0,0.0,D,0.0,0.0,D,,,,
1868,1997-12-20,Blackburn,West Ham,3.0,0.0,H,1.0,0.0,H,,,,
1869,1997-12-20,Aston Villa,Southampton,1.0,1.0,D,0.0,0.0,D,,,,
1870,1997-12-20,Leeds,Bolton,2.0,0.0,H,0.0,0.0,D,,,,
1871,1997-12-21,Newcastle,Man United,0.0,1.0,A,0.0,0.0,D,,,,
1872,1997-12-26,Arsenal,Leicester,2.0,1.0,H,1.0,0.0,H,,,,
1873,1997-12-26,Aston Villa,Tottenham,4.0,1.0,H,1.0,0.0,H,,,,
1874,1997-12-26,Bolton,Barnsley,1.0,1.0,D,1.0,1.0,D,,,,
1875,1997-12-26,Chelsea,Wimbledon,1.0,1.0,D,1.0,1.0,D,,,,
1876,1997-12-26,Crystal Palace,Southampton,1.0,1.0,D,0.0,1.0,A,,,,
1877,1997-12-26,Derby,Newcastle,1.0,0.0,H,1.0,0.0,H,,,,
1878,1997-12-26,Liverpool,Leeds,3.0,1.0,H,0.0,0.0,D,,,,
1879,1997-12-26,Man United,Everton,2.0,0.0,H,2.0,0.0,H,,,,
1880,1997-12-26,Sheffield Weds,Blackburn,0.0,0.0,D,0.0,0.0,D,,,,
1881,1997-12-26,West Ham,Coventry,1.0,0.0,H,1.0,0.0,H,,,,
1882,1997-12-28,Wimbledon,West Ham,1.0,2.0,A,0.0,1.0,A,,,,
1883,1997-12-28,Tottenham,Arsenal,1.0,1.0,D,1.0,0.0,H,,,,
1884,1997-12-28,Newcastle,Liverpool,1.0,2.0,A,1.0,2.0,A,,,,
1885,1997-12-28,Leicester,Sheffield Weds,1.0,1.0,D,1.0,0.0,H,,,,
1886,1997-12-28,Everton,Bolton,3.0,2.0,H,2.0,2.0,D,,,,
1887,1997-12-28,Coventry,Man United,3.0,2.0,H,1.0,1.0,D,,,,
1888,1997-12-28,Blackburn,Crystal Palace,2.0,2.0,D,1.0,1.0,D,,,,
1889,1997-12-28,Barnsley,Derby,1.0,0.0,H,0.0,0.0,D,,,,
1890,1997-12-28,Leeds,Aston Villa,1.0,1.0,D,0.0,0.0,D,,,,
1891,1997-12-29,Southampton,Chelsea,1.0,0.0,H,1.0,0.0,H,,,,
1892,1998-01-10,Man United,Tottenham,2.0,0.0,H,1.0,0.0,H,,,,
1893,1998-01-10,West Ham,Barnsley,6.0,0.0,H,2.0,0.0,H,,,,
1894,1998-01-10,Sheffield Weds,Newcastle,2.0,1.0,H,1.0,1.0,D,,,,
1895,1998-01-10,Liverpool,Wimbledon,2.0,0.0,H,0.0,0.0,D,,,,
1896,1998-01-10,Arsenal,Leeds,2.0,1.0,H,0.0,0.0,D,,,,
1897,1998-01-10,Chelsea,Coventry,3.0,1.0,H,0.0,1.0,A,,,,
1898,1998-01-10,Bolton,Southampton,0.0,0.0,D,0.0,0.0,D,,,,
1899,1998-01-10,Aston Villa,Leicester,1.0,1.0,D,0.0,0.0,D,,,,
1900,1998-01-10,Crystal Palace,Everton,1.0,3.0,A,1.0,3.0,A,,,,
1901,1998-01-11,Derby,Blackburn,3.0,1.0,H,2.0,0.0,H,,,,
1902,1998-01-17,Newcastle,Bolton,2.0,1.0,H,1.0,0.0,H,,,,
1903,1998-01-17,Barnsley,Crystal Palace,1.0,0.0,H,1.0,0.0,H,,,,
1904,1998-01-17,Blackburn,Aston Villa,5.0,0.0,H,2.0,0.0,H,,,,
1905,1998-01-17,Wimbledon,Derby,0.0,0.0,D,0.0,0.0,D,,,,
1906,1998-01-17,Coventry,Arsenal,2.0,2.0,D,1.0,0.0,H,,,,
1907,1998-01-17,Leeds,Sheffield Weds,1.0,2.0,A,0.0,0.0,D,,,,
1908,1998-01-17,Leicester,Liverpool,0.0,0.0,D,0.0,0.0,D,,,,
1909,1998-01-17,Tottenham,West Ham,1.0,0.0,H,1.0,0.0,H,,,,
1910,1998-01-18,Everton,Chelsea,3.0,1.0,H,1.0,1.0,D,,,,
1911,1998-01-19,Southampton,Man United,1.0,0.0,H,1.0,0.0,H,,,,
1912,1998-01-20,Liverpool,Newcastle,1.0,0.0,H,1.0,0.0,H,,,,
1913,1998-01-31,Arsenal,Southampton,3.0,0.0,H,0.0,0.0,D,,,,
1914,1998-01-31,Bolton,Coventry,1.0,5.0,A,1.0,1.0,D,,,,
1915,1998-01-31,Chelsea,Barnsley,2.0,0.0,H,1.0,0.0,H,,,,
1916,1998-01-31,Crystal Palace,Leeds,0.0,2.0,A,0.0,2.0,A,,,,
1917,1998-01-31,Derby,Tottenham,2.0,1.0,H,1.0,0.0,H,,,,
1918,1998-01-31,Liverpool,Blackburn,0.0,0.0,D,0.0,0.0,D,,,,
1919,1998-01-31,Man United,Leicester,0.0,1.0,A,0.0,1.0,A,,,,
1920,1998-01-31,Sheffield Weds,Wimbledon,1.0,1.0,D,1.0,1.0,D,,,,
1921,1998-01-31,West Ham,Everton,2.0,2.0,D,1.0,1.0,D,,,,
1922,1998-02-01,Aston Villa,Newcastle,0.0,1.0,A,0.0,0.0,D,,,,
1923,1998-02-07,Newcastle,West Ham,0.0,1.0,A,0.0,1.0,A,,,,
1924,1998-02-07,Man United,Bolton,1.0,1.0,D,0.0,0.0,D,,,,
1925,1998-02-07,Liverpool,Southampton,2.0,3.0,A,1.0,1.0,D,,,,
1926,1998-02-07,Blackburn,Tottenham,0.0,3.0,A,0.0,1.0,A,,,,
1927,1998-02-07,Derby,Aston Villa,0.0,1.0,A,0.0,0.0,D,,,,
1928,1998-02-07,Coventry,Sheffield Weds,1.0,0.0,H,0.0,0.0,D,,,,
1929,1998-02-07,Barnsley,Everton,2.0,2.0,D,1.0,1.0,D,,,,
1930,1998-02-07,Leicester,Leeds,1.0,0.0,H,1.0,0.0,H,,,,
1931,1998-02-08,Arsenal,Chelsea,2.0,0.0,H,2.0,0.0,H,,,,
1932,1998-02-09,Crystal Palace,Wimbledon,0.0,3.0,A,0.0,0.0,D,,,,
1933,1998-02-14,Everton,Derby,1.0,2.0,A,0.0,1.0,A,,,,
1934,1998-02-14,Sheffield Weds,Liverpool,3.0,3.0,D,1.0,1.0,D,,,,
1935,1998-02-14,Tottenham,Leicester,1.0,1.0,D,0.0,1.0,A,,,,
1936,1998-02-18,Aston Villa,Man United,0.0,2.0,A,0.0,0.0,D,,,,
1937,1998-02-18,Southampton,Coventry,1.0,2.0,A,0.0,2.0,A,,,,
1938,1998-02-21,Wimbledon,Aston Villa,2.0,1.0,H,2.0,1.0,H,,,,
1939,1998-02-21,Southampton,Blackburn,3.0,0.0,H,1.0,0.0,H,,,,
1940,1998-02-21,Sheffield Weds,Tottenham,1.0,0.0,H,1.0,0.0,H,,,,
1941,1998-02-21,Man United,Derby,2.0,0.0,H,1.0,0.0,H,,,,
1942,1998-02-21,Leicester,Chelsea,2.0,0.0,H,1.0,0.0,H,,,,
1943,1998-02-21,Coventry,Barnsley,1.0,0.0,H,0.0,0.0,D,,,,
1944,1998-02-21,Bolton,West Ham,1.0,1.0,D,0.0,0.0,D,,,,
1945,1998-02-21,Arsenal,Crystal Palace,1.0,0.0,H,0.0,0.0,D,,,,
1946,1998-02-22,Newcastle,Leeds,1.0,1.0,D,0.0,0.0,D,,,,
1947,1998-02-23,Liverpool,Everton,1.0,1.0,D,0.0,0.0,D,,,,
1948,1998-02-28,Leeds,Southampton,0.0,1.0,A,0.0,0.0,D,,,,
1949,1998-02-28,Everton,Newcastle,0.0,0.0,D,0.0,0.0,D,,,,
1950,1998-02-28,Derby,Sheffield Weds,3.0,0.0,H,1.0,0.0,H,,,,
1951,1998-02-28,Blackburn,Leicester,5.0,3.0,H,3.0,0.0,H,,,,
1952,1998-02-28,Chelsea,Man United,0.0,1.0,A,0.0,1.0,A,,,,
1953,1998-02-28,Barnsley,Wimbledon,2.0,1.0,H,1.0,0.0,H,,,,
1954,1998-02-28,Aston Villa,Liverpool,2.0,1.0,H,1.0,1.0,D,,,,
1955,1998-02-28,Crystal Palace,Coventry,0.0,3.0,A,0.0,2.0,A,,,,
1956,1998-03-01,Tottenham,Bolton,1.0,0.0,H,1.0,0.0,H,,,,
1957,1998-03-02,West Ham,Arsenal,0.0,0.0,D,0.0,0.0,D,,,,
1958,1998-03-04,Leeds,Tottenham,1.0,0.0,H,1.0,0.0,H,,,,
1959,1998-03-07,Liverpool,Bolton,2.0,1.0,H,0.0,1.0,A,,,,
1960,1998-03-07,Sheffield Weds,Man United,2.0,0.0,H,1.0,0.0,H,,,,
1961,1998-03-07,Southampton,Everton,2.0,1.0,H,0.0,0.0,D,,,,
1962,1998-03-08,Chelsea,Aston Villa,0.0,1.0,A,0.0,0.0,D,,,,
1963,1998-03-11,Aston Villa,Barnsley,0.0,1.0,A,0.0,1.0,A,,,,
1964,1998-03-11,Chelsea,Crystal Palace,6.0,2.0,H,3.0,1.0,H,,,,
1965,1998-03-11,Leeds,Blackburn,4.0,0.0,H,0.0,0.0,D,,,,
1966,1998-03-11,West Ham,Man United,1.0,1.0,D,1.0,0.0,H,,,,
1967,1998-03-11,Wimbledon,Arsenal,0.0,1.0,A,0.0,1.0,A,,,,
1968,1998-03-14,Tottenham,Liverpool,3.0,3.0,D,1.0,1.0,D,,,,
1969,1998-03-14,West Ham,Chelsea,2.0,1.0,H,0.0,0.0,D,,,,
1970,1998-03-14,Wimbledon,Leicester,2.0,1.0,H,1.0,0.0,H,,,,
1971,1998-03-14,Man United,Arsenal,0.0,1.0,A,0.0,0.0,D,,,,
1972,1998-03-14,Everton,Blackburn,1.0,0.0,H,0.0,0.0,D,,,,
1973,1998-03-14,Bolton,Sheffield Weds,3.0,2.0,H,1.0,1.0,D,,,,
1974,1998-03-14,Aston Villa,Crystal Palace,3.0,1.0,H,3.0,0.0,H,,,,
1975,1998-03-14,Barnsley,Southampton,4.0,3.0,H,3.0,2.0,H,,,,
1976,1998-03-14,Newcastle,Coventry,0.0,0.0,D,0.0,0.0,D,,,,
1977,1998-03-15,Derby,Leeds,0.0,5.0,A,0.0,3.0,A,,,,
1978,1998-03-18,Newcastle,Crystal Palace,1.0,2.0,A,0.0,2.0,A,,,,
1979,1998-03-28,Southampton,Newcastle,2.0,1.0,H,0.0,0.0,D,,,,
1980,1998-03-28,Man United,Wimbledon,2.0,0.0,H,0.0,0.0,D,,,,
1981,1998-03-28,Everton,Aston Villa,1.0,4.0,A,1.0,1.0,D,,,,
1982,1998-03-28,Crystal Palace,Tottenham,1.0,3.0,A,0.0,0.0,D,,,,
1983,1998-03-28,Coventry,Derby,1.0,0.0,H,1.0,0.0,H,,,,
1984,1998-03-28,Bolton,Leicester,2.0,0.0,H,0.0,0.0,D,,,,
1985,1998-03-28,Barnsley,Liverpool,2.0,3.0,A,1.0,1.0,D,,,,
1986,1998-03-28,Arsenal,Sheffield Weds,1.0,0.0,H,1.0,0.0,H,,,,
1987,1998-03-30,West Ham,Leeds,3.0,0.0,H,2.0,0.0,H,,,,
1988,1998-03-31,Blackburn,Barnsley,2.0,1.0,H,2.0,0.0,H,,,,
1989,1998-03-31,Bolton,Arsenal,0.0,1.0,A,0.0,0.0,D,,,,
1990,1998-03-31,Wimbledon,Newcastle,0.0,0.0,D,0.0,0.0,D,,,,
1991,1998-04-04,Wimbledon,Bolton,0.0,0.0,D,0.0,0.0,D,,,,
1992,1998-04-04,Tottenham,Everton,1.0,1.0,D,0.0,1.0,A,,,,
1993,1998-04-04,Leicester,Coventry,1.0,1.0,D,0.0,0.0,D,,,,
1994,1998-04-04,Leeds,Barnsley,2.0,1.0,H,1.0,1.0,D,,,,
1995,1998-04-04,Sheffield Weds,Southampton,1.0,0.0,H,0.0,0.0,D,,,,
1996,1998-04-04,Aston Villa,West Ham,2.0,0.0,H,0.0,0.0,D,,,,
1997,1998-04-05,Derby,Chelsea,0.0,1.0,A,0.0,1.0,A,,,,
1998,1998-04-06,Blackburn,Man United,1.0,3.0,A,1.0,0.0,H,,,,
1999,1998-04-08,Leeds,Chelsea,3.0,1.0,H,2.0,1.0,H,,,,
2000,1998-04-10,Man United,Liverpool,1.0,1.0,D,1.0,1.0,D,,,,
2001,1998-04-11,Bolton,Blackburn,2.0,1.0,H,1.0,0.0,H,,,,
2002,1998-04-11,Arsenal,Newcastle,3.0,1.0,H,1.0,0.0,H,,,,
2003,1998-04-11,Barnsley,Sheffield Weds,2.0,1.0,H,0.0,0.0,D,,,,
2004,1998-04-11,Chelsea,Tottenham,2.0,0.0,H,0.0,0.0,D,,,,
2005,1998-04-11,Coventry,Aston Villa,1.0,2.0,A,0.0,1.0,A,,,,
2006,1998-04-11,Crystal Palace,Leicester,0.0,3.0,A,0.0,1.0,A,,,,
2007,1998-04-11,Everton,Leeds,2.0,0.0,H,2.0,0.0,H,,,,
2008,1998-04-11,Southampton,Wimbledon,0.0,1.0,A,0.0,1.0,A,,,,
2009,1998-04-11,West Ham,Derby,0.0,0.0,D,0.0,0.0,D,,,,
2010,1998-04-13,Tottenham,Coventry,1.0,1.0,D,0.0,0.0,D,,,,
2011,1998-04-13,Newcastle,Barnsley,2.0,1.0,H,1.0,0.0,H,,,,
2012,1998-04-13,Wimbledon,Everton,0.0,0.0,D,0.0,0.0,D,,,,
2013,1998-04-13,Sheffield Weds,West Ham,1.0,1.0,D,0.0,1.0,A,,,,
2014,1998-04-13,Derby,Bolton,4.0,0.0,H,4.0,0.0,H,,,,
2015,1998-04-13,Blackburn,Arsenal,1.0,4.0,A,0.0,4.0,A,,,,
2016,1998-04-13,Liverpool,Crystal Palace,2.0,1.0,H,1.0,0.0,H,,,,
2017,1998-04-14,Leicester,Southampton,3.0,3.0,D,1.0,2.0,A,,,,
2018,1998-04-18,West Ham,Blackburn,2.0,1.0,H,2.0,1.0,H,,,,
2019,1998-04-18,Southampton,Aston Villa,1.0,2.0,A,1.0,1.0,D,,,,
2020,1998-04-18,Man United,Newcastle,1.0,1.0,D,1.0,1.0,D,,,,
2021,1998-04-18,Everton,Leicester,1.0,1.0,D,1.0,1.0,D,,,,
2022,1998-04-18,Crystal Palace,Derby,3.0,1.0,H,0.0,0.0,D,,,,
2023,1998-04-18,Bolton,Leeds,2.0,3.0,A,0.0,2.0,A,,,,
2024,1998-04-18,Barnsley,Tottenham,1.0,1.0,D,1.0,0.0,H,,,,
2025,1998-04-18,Arsenal,Wimbledon,5.0,0.0,H,3.0,0.0,H,,,,
2026,1998-04-19,Chelsea,Sheffield Weds,1.0,0.0,H,1.0,0.0,H,,,,
2027,1998-04-19,Coventry,Liverpool,1.0,1.0,D,0.0,1.0,A,,,,
2028,1998-04-25,West Ham,Southampton,2.0,4.0,A,1.0,1.0,D,,,,
2029,1998-04-25,Leeds,Coventry,3.0,3.0,D,2.0,2.0,D,,,,
2030,1998-04-25,Everton,Sheffield Weds,1.0,3.0,A,0.0,2.0,A,,,,
2031,1998-04-25,Tottenham,Newcastle,2.0,0.0,H,1.0,0.0,H,,,,
